Education,Marital_Status,Income,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Member_Year,Age,Kids,Total_Transactions,Total_Purchases,Campaign_Acc
4,1,61996000.0,27,1050000,12000,144000,0,0,24000,3,6,4,8,5,0,1,0,1,1,0,1,1,45,1,1230000,18,3
2,1,51287000.0,10,117000,0,22000,13000,0,30000,3,4,1,3,7,0,0,0,0,0,0,0,2,54,2,182000,8,0
2,1,13260000.0,48,9000,4000,17000,10000,2000,7000,4,3,0,3,8,0,0,0,0,0,0,0,1,52,2,49000,6,0
4,1,47472000.0,39,56000,0,11000,0,0,8000,2,2,0,4,5,0,0,0,0,0,0,0,1,56,2,75000,6,0
3,1,54603000.0,85,145000,13000,46000,17000,2000,4000,6,4,2,4,7,0,0,0,0,0,0,0,1,66,2,227000,10,0
4,1,45207000.0,64,203000,0,10000,0,0,2000,5,3,1,6,6,0,1,0,0,0,0,0,0,48,2,215000,10,1
2,1,40689000.0,69,270000,3000,27000,39000,6000,99000,7,7,1,5,8,0,0,0,0,0,0,0,1,71,1,444000,13,0
1,1,47821000.0,54,9000,0,16000,6000,6000,10000,1,1,0,3,8,0,0,0,0,0,0,0,1,55,2,47000,4,0
3,1,27450000.0,57,37000,12000,23000,8000,11000,52000,1,2,1,3,7,0,0,0,0,0,0,0,1,71,0,143000,6,0
2,1,39453000.0,64,46000,0,7000,0,0,2000,2,2,0,3,6,0,0,0,0,0,0,0,2,39,1,55000,5,0
1,1,26850000.0,10,31000,1000,13000,7000,2000,9000,4,2,1,4,4,0,0,0,0,0,0,0,2,51,2,63000,7,0
2,0,79800000.0,65,1060000,21000,530000,32000,0,224000,1,5,11,5,3,1,0,1,1,0,0,1,0,67,0,1867000,21,3
3,1,61794000.0,74,264000,47000,188000,54000,47000,11000,2,4,4,10,2,0,0,0,0,0,0,0,1,61,1,611000,18,0
2,1,53863000.0,4,399000,4000,30000,6000,4000,30000,3,7,1,7,7,0,1,0,0,0,0,0,2,67,1,473000,15,1
2,1,24221000.0,94,8000,9000,9000,2000,5000,22000,1,1,1,3,4,0,0,0,0,0,0,0,1,63,0,55000,5,0
4,0,39684000.0,41,19000,0,35000,6000,4000,17000,2,2,1,2,7,0,0,0,0,0,1,1,0,38,1,81000,5,0
3,1,92163000.0,25,817000,183000,797000,106000,163000,20000,0,5,11,5,2,0,0,1,1,0,0,1,0,47,0,2086000,21,2
3,0,69882000.0,94,292000,127000,635000,132000,127000,165000,1,3,7,9,1,0,0,0,0,0,0,0,1,57,0,1478000,19,0
2,1,33178000.0,9,12000,6000,2000,11000,2000,16000,1,1,0,3,4,0,0,0,0,0,0,0,2,45,1,49000,4,0
4,1,59973000.0,47,130000,30000,168000,20000,34000,0,1,3,4,7,1,0,0,0,0,0,0,0,1,50,0,382000,14,0
3,1,17459000.0,12,6000,4000,16000,3000,10000,30000,3,3,1,2,7,0,0,0,0,0,0,1,1,47,1,69000,6,0
2,0,23910000.0,80,16000,12000,18000,7000,1000,13000,1,2,0,3,7,0,0,0,0,0,0,0,0,53,1,67000,5,0
3,1,42169000.0,20,19000,0,9000,0,0,2000,2,1,0,3,8,0,0,0,0,0,0,0,1,53,2,30000,4,0
1,1,26224000.0,39,4000,7000,15000,13000,9000,15000,3,2,1,3,6,0,0,0,0,0,0,0,1,44,1,63000,6,0
2,1,31089000.0,57,31000,3000,31000,2000,8000,4000,3,3,0,4,8,0,0,0,0,0,0,0,0,41,1,79000,7,0
2,0,30081000.0,27,36000,0,2000,0,0,4000,1,1,0,3,7,0,0,0,0,0,0,0,1,61,1,42000,4,0
2,1,62807000.0,83,526000,28000,135000,10000,21000,99000,3,5,3,12,5,0,0,0,0,0,0,0,0,62,1,819000,20,0
2,0,72906000.0,79,400000,32000,519000,71000,75000,54000,1,3,4,9,1,0,0,0,0,0,0,0,1,67,0,1151000,16,0
4,1,61467000.0,69,410000,16000,114000,0,5000,49000,3,5,2,10,5,0,0,0,0,0,0,0,0,74,2,594000,17,0
3,1,49618000.0,77,80000,3000,26000,4000,2000,14000,4,3,1,3,7,0,0,0,0,0,0,0,1,56,2,129000,7,0
3,0,21888000.0,15,88000,10000,46000,2000,3000,64000,4,5,1,2,10,0,0,0,0,0,0,1,0,36,1,213000,8,0
2,0,42429000.0,99,55000,0,6000,2000,0,4000,2,1,1,3,5,0,0,0,0,0,0,0,2,49,1,67000,5,0
2,0,26150000.0,61,5000,1000,13000,3000,5000,1000,1,1,0,3,7,0,0,0,0,0,0,0,1,66,3,28000,4,0
0,1,30801000.0,23,8000,4000,5000,15000,2000,11000,2,1,0,3,7,0,0,0,0,0,0,0,0,47,1,45000,4,0
2,1,81168000.0,84,410000,0,592000,147000,22000,22000,1,6,4,7,3,0,0,0,1,0,0,0,2,57,0,1193000,17,1
3,0,26877000.0,74,101000,13000,76000,20000,18000,40000,2,3,1,6,6,0,0,0,0,0,0,0,1,53,0,268000,10,0
3,0,45006000.0,90,162000,25000,53000,16000,0,10000,1,3,1,7,3,0,0,0,0,0,0,0,1,78,0,266000,11,0
0,1,18978000.0,41,2000,8000,1000,4000,7000,15000,1,1,0,3,8,0,0,0,0,0,0,0,0,49,1,37000,4,0
2,1,22574000.0,28,25000,0,8000,2000,0,2000,2,2,0,3,7,0,0,0,0,0,0,0,1,55,3,37000,5,0
4,0,48240000.0,73,389000,91000,248000,64000,49000,41000,3,6,3,13,5,0,0,0,0,0,0,1,0,53,0,882000,22,0
2,1,45837000.0,88,215000,13000,87000,17000,17000,24000,5,6,2,5,7,0,0,0,0,0,0,0,1,48,2,373000,13,0
3,0,35791000.0,94,27000,0,5000,0,0,3000,2,1,0,3,8,0,0,0,0,0,0,0,1,57,3,35000,4,0
2,0,54162000.0,31,5000,6000,10000,6000,5000,10000,1,1,0,3,4,0,0,0,0,0,0,0,1,44,2,42000,4,0
3,1,30522000.0,6,179000,8000,83000,19000,11000,26000,5,1,2,9,2,0,0,0,0,0,0,0,0,62,1,326000,12,0
4,1,54456000.0,23,352000,0,27000,10000,0,15000,3,6,1,7,6,0,0,0,0,0,0,0,1,61,1,404000,14,0
2,0,31632000.0,92,17000,8000,12000,11000,15000,32000,1,2,1,2,7,0,0,0,0,0,0,0,1,51,0,95000,5,0
2,0,72298000.0,52,625000,35000,169000,58000,17000,35000,1,4,3,6,1,0,1,1,0,0,0,0,2,73,0,939000,13,2
1,0,36975000.0,50,10000,6000,11000,0,4000,2000,1,1,0,3,7,0,0,0,0,0,0,0,1,44,1,33000,4,0
1,1,72635000.0,54,390000,22000,323000,104000,35000,107000,1,6,8,6,3,0,0,0,1,0,0,0,1,67,0,981000,20,1
2,1,13624000.0,93,10000,2000,15000,2000,1000,6000,2,2,0,3,6,0,0,0,0,0,0,0,1,46,1,36000,5,0
2,0,84196000.0,56,215000,63000,507000,231000,31000,190000,1,8,4,7,3,0,0,0,0,0,0,0,1,47,1,1237000,19,0
2,1,70971000.0,28,1001000,17000,572000,93000,125000,17000,7,11,11,5,7,0,0,0,0,0,0,1,0,62,1,1825000,27,0
4,0,34487000.0,94,19000,18000,33000,24000,1000,8000,3,3,0,3,9,0,0,0,0,0,0,0,0,45,2,103000,6,0
2,0,28769000.0,76,41000,5000,129000,10000,3000,3000,3,4,1,4,9,0,0,0,0,0,0,0,0,45,1,191000,9,0
4,1,69084000.0,43,1181000,107000,199000,39000,30000,30000,2,7,3,13,8,0,0,0,0,0,0,0,1,52,1,1586000,23,0
4,1,65488000.0,46,603000,45000,207000,36000,18000,54000,1,3,4,6,1,0,0,0,0,0,0,0,2,64,0,963000,13,0
1,1,62466000.0,13,129000,129000,259000,168000,121000,83000,5,6,3,12,4,0,0,0,0,0,0,0,2,52,1,889000,21,0
1,0,32218000.0,27,10000,24000,15000,13000,1000,30000,1,2,1,3,7,1,0,0,0,0,0,1,2,62,0,93000,6,1
2,0,83917000.0,12,514000,22000,732000,42000,198000,79000,1,6,7,7,3,0,0,0,0,0,0,1,1,49,0,1587000,20,0
2,0,46102000.0,3,14000,0,1000,0,0,1000,1,1,0,2,7,0,0,0,0,0,0,0,2,60,3,16000,3,0
2,0,84574000.0,72,387000,20000,713000,38000,54000,163000,1,9,11,11,5,0,0,0,0,0,0,0,1,70,0,1375000,31,0
2,1,56181000.0,6,121000,103000,69000,8000,44000,48000,1,4,2,7,4,0,0,0,0,0,0,0,1,60,1,393000,13,0
3,0,63120000.0,53,965000,69000,279000,54000,41000,69000,5,8,4,9,7,0,0,0,0,0,0,1,0,72,1,1477000,21,0
2,1,73691000.0,58,707000,21000,250000,85000,43000,73000,2,6,2,8,2,1,0,0,0,0,0,0,1,51,1,1179000,16,1
2,1,63381000.0,78,571000,50000,142000,33000,50000,159000,4,4,5,13,2,0,0,0,0,0,0,0,0,62,1,1005000,22,0
4,1,76140000.0,57,586000,66000,653000,17000,0,26000,1,5,9,6,2,0,0,0,0,0,0,0,2,74,0,1348000,20,0
4,0,62859000.0,37,1063000,89000,102000,16000,12000,25000,4,9,4,6,6,0,0,0,0,0,0,0,0,63,1,1307000,19,0
2,0,45906000.0,20,305000,3000,27000,4000,3000,144000,2,5,4,4,5,1,0,0,0,0,0,0,1,58,1,486000,13,1
3,1,77632000.0,73,1200000,105000,758000,0,42000,147000,1,4,2,6,2,0,1,1,0,0,0,1,1,75,0,2252000,12,2
4,1,46463000.0,56,163000,2000,40000,8000,11000,11000,7,3,1,6,6,0,0,0,0,0,0,0,1,51,2,235000,10,0
2,1,105471000.0,36,1009000,181000,104000,202000,21000,207000,0,9,8,13,3,0,0,1,1,0,0,1,1,52,0,1724000,30,2
3,0,55282000.0,9,125000,6000,73000,8000,4000,19000,1,3,1,6,4,0,0,0,0,0,0,0,1,52,1,235000,10,0
3,1,78710000.0,42,721000,0,152000,119000,50000,50000,3,7,6,12,4,0,0,0,0,0,0,0,2,45,1,1092000,25,0
2,1,66886000.0,28,315000,4000,62000,41000,31000,146000,2,7,1,7,5,0,0,0,0,0,0,0,1,64,1,599000,15,0
3,0,98777000.0,23,1000000,19000,711000,125000,115000,38000,0,4,6,9,1,0,1,0,0,0,0,0,2,62,0,2008000,19,1
2,1,29103000.0,38,16000,0,17000,6000,3000,6000,2,1,0,3,9,0,0,0,0,0,0,0,0,37,1,48000,4,0
2,1,67445000.0,63,757000,80000,217000,29000,80000,11000,5,9,6,12,6,0,0,0,0,0,0,0,0,48,1,1174000,27,0
4,1,50616000.0,71,30000,2000,25000,0,1000,9000,1,1,1,4,2,0,0,0,0,0,0,0,2,72,1,67000,6,0
2,0,49431000.0,9,219000,3000,100000,26000,0,17000,2,7,1,5,8,0,0,0,0,0,0,0,0,67,1,365000,13,0
2,1,61278000.0,87,111000,3000,28000,2000,6000,15000,2,3,1,4,6,0,0,0,0,0,0,0,2,69,1,165000,8,0
1,1,26490000.0,92,45000,47000,52000,21000,20000,25000,2,3,1,5,6,0,0,0,0,0,0,0,0,64,0,210000,9,0
4,1,73059000.0,36,410000,112000,420000,0,82000,71000,1,9,3,13,4,0,0,0,0,0,0,0,1,75,1,1095000,25,0
4,0,46734000.0,86,100000,1000,39000,6000,1000,76000,4,3,2,3,6,1,0,0,0,0,0,0,1,56,3,223000,8,1
2,1,56253000.0,83,509000,0,65000,7000,11000,5000,4,7,2,9,6,0,0,0,0,0,0,0,0,59,1,597000,18,0
2,1,19986000.0,74,3000,6000,5000,0,2000,6000,1,0,0,3,7,0,0,0,0,0,0,0,1,37,1,22000,3,0
2,0,58330000.0,87,445000,53000,213000,104000,98000,151000,1,6,4,13,4,0,0,0,0,0,0,0,1,47,1,1064000,23,0
0,1,25965000.0,29,2000,2000,11000,41000,7000,11000,1,2,0,3,8,0,0,0,0,0,0,0,0,42,0,74000,5,0
3,1,14661000.0,88,4000,1000,11000,6000,2000,2000,1,1,0,3,6,0,0,0,0,0,0,0,1,66,0,26000,4,0
2,1,18690000.0,77,6000,1000,7000,23000,4000,19000,1,1,1,2,8,0,0,0,0,0,0,0,0,63,0,60000,4,0
4,1,45068000.0,25,14000,0,3000,0,0,3000,1,1,0,2,7,0,0,0,0,0,0,0,1,48,1,20000,3,0
0,0,21063000.0,34,1000,10000,11000,19000,3000,15000,2,2,0,3,6,0,0,0,0,0,0,0,1,35,1,59000,5,0
4,1,29187000.0,43,26000,0,6000,0,0,2000,1,1,0,3,8,0,0,0,0,0,0,0,1,54,1,34000,4,0
1,1,54690000.0,76,111000,16000,37000,7000,9000,18000,3,3,1,5,3,0,0,0,0,0,0,0,1,51,2,198000,9,0
4,1,59304000.0,81,418000,61000,428000,80000,51000,10000,3,7,8,10,5,0,0,0,0,0,0,0,1,58,1,1048000,25,0
3,0,59247000.0,87,327000,9000,122000,19000,14000,83000,5,5,2,9,6,0,0,0,0,0,0,0,1,60,2,574000,16,0
2,0,66731000.0,33,371000,159000,194000,58000,106000,141000,4,4,3,6,3,0,0,0,0,0,0,0,0,52,1,1029000,13,0
2,1,77353000.0,38,275000,59000,107000,69000,101000,59000,2,6,4,8,4,0,0,0,0,0,0,0,1,42,1,670000,18,0
4,0,52614000.0,63,789000,0,142000,12000,9000,38000,2,2,4,8,8,0,0,0,0,0,0,0,0,47,1,990000,14,0
2,1,26751000.0,26,1000,1000,5000,0,3000,1000,1,1,0,2,8,0,0,0,0,0,0,0,2,48,2,11000,3,0
4,1,81300000.0,17,1004000,12000,145000,32000,12000,36000,3,10,3,5,5,0,0,0,1,0,0,1,0,59,1,1241000,18,1
2,0,70337000.0,75,187000,81000,149000,25000,43000,91000,1,2,2,12,1,0,0,0,0,0,0,0,2,43,0,576000,16,0
1,1,36145000.0,13,56000,4000,76000,17000,1000,18000,4,4,1,3,9,1,0,0,0,0,0,1,1,37,1,172000,8,1
4,0,65295000.0,19,365000,32000,117000,34000,110000,6000,1,3,3,13,2,0,0,0,0,0,0,0,1,42,0,664000,19,0
2,0,68118000.0,51,595000,23000,123000,10000,23000,154000,2,8,9,4,6,0,0,0,0,0,0,0,1,59,1,928000,21,0
2,0,68743000.0,81,1132000,134000,384000,175000,134000,115000,1,11,5,13,7,0,0,0,0,0,0,0,0,55,0,2074000,29,0
1,1,41039000.0,32,34000,11000,137000,179000,61000,45000,1,8,1,5,8,0,0,0,0,0,0,0,1,40,0,467000,14,0
2,1,38946000.0,84,116000,6000,82000,6000,6000,41000,2,3,1,6,5,0,0,0,0,0,0,0,1,67,1,257000,10,0
2,1,65777000.0,87,565000,32000,435000,28000,32000,54000,1,2,8,6,1,0,0,0,0,0,0,0,1,55,0,1146000,16,0
4,0,66476000.0,99,372000,18000,126000,47000,48000,78000,2,5,2,11,4,0,0,0,0,0,0,0,1,46,1,689000,18,0
4,0,86857000.0,96,899000,102000,838000,133000,102000,40000,1,5,6,10,2,0,0,0,0,0,0,1,0,50,0,2114000,21,0
4,1,77845000.0,40,760000,40000,480000,0,40000,26000,1,3,5,12,1,0,0,1,1,0,0,0,2,33,0,1346000,20,2
4,1,69476000.0,3,260000,86000,559000,63000,9000,67000,1,4,6,4,2,0,0,0,0,0,0,0,1,53,0,1044000,14,0
4,0,50611000.0,98,459000,0,24000,6000,0,4000,6,4,5,7,6,0,1,0,0,0,0,1,0,62,1,493000,16,1
2,0,61209000.0,73,466000,0,224000,119000,49000,99000,1,5,3,4,2,0,0,0,0,0,0,0,1,52,0,957000,12,0
3,1,42315000.0,90,67000,15000,80000,17000,11000,80000,3,1,4,4,3,0,0,0,0,0,0,0,1,64,1,270000,9,0
0,1,13084000.0,29,2000,0,7000,3000,7000,10000,1,1,0,3,6,0,0,0,0,0,0,0,1,70,0,29000,4,0
3,0,47570000.0,3,67000,1000,20000,0,2000,31000,3,2,2,2,7,0,0,0,0,0,0,1,1,73,2,121000,6,0
3,1,61923000.0,94,92000,4000,18000,3000,3000,6000,1,2,1,4,3,0,0,0,0,0,0,0,1,61,2,126000,7,0
2,0,34824000.0,65,4000,2000,11000,2000,0,4000,1,1,0,2,6,0,0,0,0,0,0,0,2,27,0,23000,3,0
4,0,26518000.0,33,20000,1000,28000,3000,3000,2000,3,2,0,3,8,0,0,0,0,0,0,1,1,73,2,57000,5,0
2,0,45938000.0,46,273000,11000,178000,62000,83000,29000,2,8,4,6,6,0,0,0,0,0,0,0,1,61,0,636000,18,0
2,1,78468000.0,29,434000,22000,388000,104000,22000,34000,1,10,7,10,4,0,0,0,1,0,0,0,2,62,0,1004000,27,1
2,0,78901000.0,99,321000,11000,309000,33000,26000,34000,3,9,3,5,4,0,0,0,0,0,0,0,1,49,1,734000,17,0
2,1,71427000.0,26,212000,123000,177000,15000,64000,23000,2,8,2,8,4,0,0,0,0,0,0,0,2,44,2,614000,18,0
2,0,71022000.0,30,909000,12000,278000,0,12000,242000,3,5,2,11,8,1,0,0,0,0,0,0,2,44,1,1453000,18,1
3,0,90247000.0,27,1184000,32000,352000,21000,16000,16000,1,3,4,7,1,0,1,1,1,0,0,1,2,34,0,1621000,14,3
3,0,41335000.0,24,112000,19000,21000,16000,14000,5000,3,4,1,4,7,0,0,0,0,0,0,0,1,54,1,187000,9,0
2,1,71952000.0,93,656000,80000,455000,52000,107000,93000,2,8,4,8,4,1,0,1,0,0,0,0,1,36,1,1443000,20,2
4,0,35682000.0,34,23000,0,8000,6000,2000,18000,1,1,1,3,2,0,0,0,0,0,0,0,2,52,1,57000,5,0
2,0,43185000.0,88,537000,6000,42000,16000,6000,30000,2,9,3,6,8,0,0,0,0,0,0,0,1,71,1,637000,18,0
4,1,66375000.0,96,712000,0,45000,0,0,191000,3,2,4,5,7,1,0,0,0,0,0,0,1,74,1,948000,11,1
3,1,35178000.0,10,23000,1000,13000,2000,2000,18000,1,1,1,2,7,1,0,0,0,0,0,1,1,51,1,59000,4,1
2,1,25252000.0,26,1000,3000,4000,2000,2000,6000,1,1,0,2,8,0,0,0,0,0,0,0,1,36,1,18000,3,0
3,0,55250000.0,49,664000,58000,83000,32000,0,66000,4,7,5,10,5,0,0,0,0,0,0,0,0,57,1,903000,22,0
2,0,33249000.0,11,6000,10000,21000,19000,14000,42000,2,2,1,3,6,0,0,0,0,0,0,0,1,47,1,112000,6,0
2,1,58398000.0,44,299000,5000,201000,21000,21000,49000,3,5,4,8,4,0,0,0,0,0,0,0,1,69,0,596000,17,0
2,1,50272000.0,75,99000,13000,66000,43000,8000,4000,3,4,1,5,7,0,0,0,0,0,0,0,1,40,1,233000,10,0
4,1,76618000.0,64,749000,40000,294000,121000,160000,147000,1,3,2,5,1,0,0,0,0,0,0,0,0,47,0,1511000,10,0
1,0,87305000.0,19,345000,25000,501000,63000,138000,80000,1,5,3,8,2,0,0,1,0,0,0,1,0,62,0,1152000,16,1
2,1,25851000.0,45,9000,4000,18000,7000,5000,5000,2,2,0,3,7,0,0,0,0,0,0,0,1,44,1,48000,5,0
2,0,58710000.0,77,440000,81000,368000,0,122000,174000,6,11,5,9,6,0,0,0,0,0,0,0,1,52,1,1185000,25,0
2,0,45160000.0,9,8000,2000,5000,3000,0,3000,1,1,0,2,7,0,0,0,0,0,0,0,2,64,2,21000,3,0
3,1,74806000.0,1,670000,9000,249000,0,28000,9000,2,5,4,5,4,0,0,0,0,0,0,0,0,57,1,965000,14,0
2,1,59111000.0,90,524000,0,134000,28000,28000,155000,1,11,1,8,7,0,0,0,0,0,0,0,1,68,0,869000,20,0
4,1,18988000.0,43,6000,0,6000,2000,1000,1000,2,1,0,3,7,0,0,0,0,0,0,0,2,38,1,16000,4,0
2,1,72190000.0,79,597000,166000,597000,172000,166000,249000,1,5,6,4,3,0,0,0,0,0,0,0,1,57,0,1947000,15,0
2,1,7500000.0,19,7000,0,12000,13000,7000,32000,5,4,1,2,9,1,0,0,0,0,0,1,0,46,1,71000,7,1
2,1,44794000.0,99,54000,0,7000,0,0,4000,1,2,0,3,6,0,0,0,0,0,0,0,2,56,1,65000,5,0
2,1,80395000.0,62,445000,25000,706000,80000,76000,48000,1,6,5,12,2,0,0,0,1,0,0,0,1,67,0,1380000,23,1
3,0,75012000.0,41,294000,142000,218000,164000,58000,151000,1,3,8,11,1,0,0,0,0,0,0,0,2,46,0,1027000,22,0
3,1,56962000.0,60,292000,3000,77000,10000,3000,26000,7,6,3,5,7,0,0,0,0,0,0,0,1,57,3,411000,14,0
2,1,89891000.0,17,412000,22000,132000,59000,28000,183000,1,11,6,8,4,0,0,1,0,0,0,0,1,31,0,836000,25,1
4,0,35946000.0,24,8000,0,3000,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,1,73,2,11000,3,0
4,1,53593000.0,60,349000,4000,78000,6000,0,43000,8,7,2,6,8,0,0,0,0,0,0,0,0,69,2,480000,15,0
2,1,66373000.0,57,328000,9000,124000,12000,24000,109000,7,4,2,10,3,0,0,0,0,0,0,0,1,44,2,606000,16,0
4,0,45072000.0,74,144000,2000,99000,7000,2000,30000,5,6,1,4,8,0,0,0,0,0,0,0,1,74,3,284000,11,0
2,0,89694000.0,22,1126000,28000,211000,37000,28000,42000,3,4,3,4,5,0,1,1,1,0,0,0,1,49,2,1472000,11,3
2,1,72025000.0,46,967000,0,617000,43000,50000,0,1,4,8,13,2,0,1,1,1,0,0,1,2,73,0,1677000,25,3
2,1,67432000.0,69,432000,79000,341000,177000,136000,170000,2,8,5,4,4,0,0,0,0,0,0,0,1,49,1,1335000,17,0
3,1,70545000.0,29,138000,39000,63000,55000,18000,21000,1,4,1,7,2,0,0,0,0,0,0,0,2,70,1,334000,12,0
0,1,17487000.0,37,0,0,1000,7000,4000,6000,1,1,0,2,7,0,0,0,0,0,0,0,1,33,1,18000,3,0
2,1,62882000.0,26,509000,133000,497000,78000,24000,97000,2,7,5,6,4,0,0,0,0,0,0,0,0,53,1,1338000,18,0
4,0,64108000.0,8,948000,10000,86000,13000,21000,21000,4,6,9,11,5,0,0,0,0,0,0,0,1,69,1,1099000,26,0
3,1,34941000.0,26,39000,2000,25000,4000,3000,24000,2,3,0,3,8,0,0,0,0,0,0,0,1,66,2,97000,6,0
4,0,48767000.0,79,28000,1000,21000,3000,0,10000,3,2,1,3,5,0,0,0,0,0,0,0,2,72,3,63000,6,0
1,1,38702000.0,71,13000,11000,24000,13000,8000,40000,2,3,0,4,6,0,0,0,0,0,0,0,1,44,1,109000,7,0
2,1,82224000.0,83,307000,26000,360000,138000,31000,40000,1,6,9,5,3,0,0,0,1,0,0,0,2,58,0,902000,20,1
2,1,83844000.0,57,901000,31000,345000,75000,31000,191000,1,4,4,11,1,0,0,1,0,0,0,0,1,70,0,1574000,19,1
1,1,17003000.0,37,2000,5000,12000,4000,8000,7000,3,2,0,4,5,0,0,0,0,0,0,0,1,47,1,38000,6,0
2,0,71163000.0,30,283000,17000,372000,138000,106000,44000,1,3,8,12,1,0,0,0,0,0,0,0,2,27,0,960000,23,0
2,0,33697000.0,34,4000,3000,7000,0,3000,11000,1,1,0,2,7,1,0,0,0,0,0,0,1,52,1,28000,3,1
1,1,63564000.0,0,769000,80000,252000,15000,34000,65000,1,10,10,7,6,1,0,0,0,0,0,1,2,68,0,1215000,27,1
4,1,83443000.0,89,518000,42000,742000,55000,56000,84000,1,6,10,5,2,0,0,0,0,0,0,0,1,50,0,1497000,21,0
4,1,51518000.0,92,350000,8000,66000,17000,4000,4000,2,3,2,10,3,0,0,0,0,0,0,0,1,64,1,449000,15,0
2,0,58330000.0,87,445000,53000,213000,104000,98000,151000,1,6,4,13,4,0,0,0,0,0,0,0,1,47,1,1064000,23,0
2,1,80952000.0,20,778000,178000,689000,41000,27000,44000,1,8,5,11,8,0,1,1,1,0,0,1,1,53,0,1757000,24,3
2,1,75507000.0,56,709000,93000,374000,104000,80000,80000,1,8,6,6,3,0,0,0,0,0,0,0,2,43,0,1440000,20,0
1,1,63855000.0,28,359000,35000,314000,93000,116000,89000,1,7,3,13,4,0,0,0,0,0,0,0,1,44,0,1006000,23,0
4,1,62220000.0,55,799000,12000,375000,16000,12000,12000,5,7,6,5,6,0,0,0,0,0,0,1,0,50,1,1226000,18,0
2,1,58512000.0,25,895000,10000,101000,13000,0,152000,5,3,4,8,8,0,0,0,0,0,0,0,1,58,1,1171000,15,0
3,1,40662000.0,0,40000,2000,23000,0,4000,23000,2,2,1,3,4,0,0,0,0,0,0,0,1,43,1,92000,6,0
4,1,38829000.0,86,76000,0,7000,0,0,16000,1,3,2,2,5,0,0,0,0,0,0,0,2,63,1,99000,7,0
1,1,35523000.0,8,11000,5000,22000,12000,5000,11000,2,3,0,3,7,0,0,0,0,0,0,0,1,41,1,66000,6,0
2,0,79146000.0,33,245000,16000,223000,21000,43000,16000,2,8,1,8,6,0,0,0,0,0,0,0,2,55,2,564000,17,0
3,1,78285000.0,13,647000,107000,391000,175000,67000,40000,1,6,4,10,3,0,0,0,0,0,0,0,1,34,0,1427000,20,0
4,0,31626000.0,12,39000,1000,9000,2000,1000,34000,1,2,1,2,7,1,0,0,0,0,0,1,1,44,1,86000,5,1
2,0,75127000.0,92,203000,35000,305000,46000,17000,227000,1,2,11,5,1,0,0,0,0,0,0,0,2,70,0,833000,18,0
2,1,48726000.0,90,138000,3000,38000,4000,0,59000,3,3,2,4,6,0,0,0,0,0,0,0,1,67,1,242000,9,0
2,1,74985000.0,8,587000,51000,898000,247000,0,86000,1,3,6,7,2,0,0,0,0,0,0,0,0,45,0,1869000,16,0
2,1,67430000.0,6,595000,97000,291000,127000,133000,121000,1,11,5,12,6,0,0,0,0,0,0,0,0,35,0,1364000,28,0
1,1,46891000.0,91,43000,12000,23000,29000,15000,61000,1,2,1,4,4,0,0,0,0,0,0,0,1,57,1,183000,7,0
3,1,62058000.0,52,301000,7000,74000,10000,0,58000,4,6,1,7,6,0,0,0,0,0,0,0,1,66,1,450000,14,0
2,1,72063000.0,3,180000,32000,348000,76000,32000,90000,2,5,2,12,2,0,0,0,0,0,0,0,1,43,1,758000,19,0
4,1,78939000.0,57,794000,115000,243000,150000,0,205000,1,8,5,6,3,0,0,0,0,0,0,0,1,71,0,1507000,19,0
2,0,42720000.0,9,392000,5000,91000,28000,26000,112000,8,7,3,7,8,0,0,0,0,0,0,1,1,57,2,654000,17,0
2,1,33622000.0,22,39000,1000,22000,3000,4000,12000,3,2,0,4,7,0,0,0,0,0,0,0,1,50,2,81000,6,0
4,1,6835000.0,76,107000,2000,12000,2000,2000,12000,0,0,0,1,20,0,0,0,0,0,0,0,0,65,1,137000,1,0
2,1,41452000.0,86,13000,0,3000,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,1,69,2,16000,3,0
4,0,40760000.0,64,70000,0,17000,0,0,6000,2,2,1,3,6,0,0,0,0,0,0,0,1,57,1,93000,6,0
4,1,74250000.0,90,680000,11000,392000,75000,0,0,1,2,11,4,1,0,0,0,0,0,0,0,2,64,0,1158000,17,0
3,0,51124000.0,79,26000,1000,11000,0,1000,4000,2,1,0,3,3,0,0,0,0,0,0,0,1,67,2,43000,4,0
2,0,72258000.0,28,522000,0,522000,227000,120000,134000,2,6,9,5,2,0,0,0,0,0,0,0,1,51,1,1525000,20,0
4,0,71466000.0,86,412000,12000,546000,78000,182000,0,1,4,4,10,1,0,0,0,0,0,0,0,2,48,0,1230000,18,0
2,1,36283000.0,42,6000,5000,5000,8000,0,5000,2,1,0,3,4,0,0,0,0,0,0,0,2,46,2,29000,4,0
2,0,20587000.0,39,2000,3000,6000,4000,1000,9000,1,1,1,2,7,0,0,0,0,0,0,0,2,52,1,25000,4,0
2,1,30467000.0,8,1000,3000,8000,2000,5000,5000,1,1,0,2,7,0,0,0,0,0,0,0,2,50,1,24000,3,0
